,Date,GDP,State
0,1997-01-01,255.0,DEAGRRGSP
1,1998-01-01,317.9,DEAGRRGSP
2,1999-01-01,336.0,DEAGRRGSP
3,2000-01-01,388.4,DEAGRRGSP
4,2001-01-01,450.4,DEAGRRGSP
5,2002-01-01,288.0,DEAGRRGSP
6,2003-01-01,409.9,DEAGRRGSP
7,2004-01-01,518.1,DEAGRRGSP
8,2005-01-01,643.8,DEAGRRGSP
9,2006-01-01,538.2,DEAGRRGSP
10,2007-01-01,419.7,DEAGRRGSP
11,2008-01-01,404.9,DEAGRRGSP
12,2009-01-01,631.5,DEAGRRGSP
13,2010-01-01,514.3,DEAGRRGSP
14,2011-01-01,378.1,DEAGRRGSP
15,2012-01-01,414.4,DEAGRRGSP
16,2013-01-01,559.6,DEAGRRGSP
17,2014-01-01,677.6,DEAGRRGSP
18,2015-01-01,614.6,DEAGRRGSP
19,2016-01-01,639.9,DEAGRRGSP
20,2017-01-01,821.4,DEAGRRGSP
21,2018-01-01,870.0,DEAGRRGSP
22,2019-01-01,751.6,DEAGRRGSP
23,2020-01-01,581.4,DEAGRRGSP
24,2021-01-01,576.8,DEAGRRGSP
25,2022-01-01,871.0,DEAGRRGSP
0,1997-01-01,2348.0,SDAGRRGSP
1,1998-01-01,2420.1,SDAGRRGSP
2,1999-01-01,2212.9,SDAGRRGSP
3,2000-01-01,2772.1,SDAGRRGSP
4,2001-01-01,2316.4,SDAGRRGSP
5,2002-01-01,1972.8,SDAGRRGSP
6,2003-01-01,3019.0,SDAGRRGSP
7,2004-01-01,3435.6,SDAGRRGSP
8,2005-01-01,2984.1,SDAGRRGSP
9,2006-01-01,2375.5,SDAGRRGSP
10,2007-01-01,3303.2,SDAGRRGSP
11,2008-01-01,4028.7,SDAGRRGSP
12,2009-01-01,4678.3,SDAGRRGSP
13,2010-01-01,3870.0,SDAGRRGSP
14,2011-01-01,5031.1,SDAGRRGSP
15,2012-01-01,4259.8,SDAGRRGSP
16,2013-01-01,5135.4,SDAGRRGSP
17,2014-01-01,4558.6,SDAGRRGSP
18,2015-01-01,4747.4,SDAGRRGSP
19,2016-01-01,4827.6,SDAGRRGSP
20,2017-01-01,4519.4,SDAGRRGSP
21,2018-01-01,5232.6,SDAGRRGSP
22,2019-01-01,4621.0,SDAGRRGSP
23,2020-01-01,5522.5,SDAGRRGSP
24,2021-01-01,5172.3,SDAGRRGSP
25,2022-01-01,4787.5,SDAGRRGSP
0,1997-01-01,3676.1,KSAGRRGSP
1,1998-01-01,3222.9,KSAGRRGSP
2,1999-01-01,2950.6,KSAGRRGSP
3,2000-01-01,3005.4,KSAGRRGSP
4,2001-01-01,3198.8,KSAGRRGSP
5,2002-01-01,2960.3,KSAGRRGSP
6,2003-01-01,4223.2,KSAGRRGSP
7,2004-01-01,3989.5,KSAGRRGSP
8,2005-01-01,5002.0,KSAGRRGSP
9,2006-01-01,4237.6,KSAGRRGSP
10,2007-01-01,4185.3,KSAGRRGSP
11,2008-01-01,4783.3,KSAGRRGSP
12,2009-01-01,6261.3,KSAGRRGSP
13,2010-01-01,6206.4,KSAGRRGSP
14,2011-01-01,6328.1,KSAGRRGSP
15,2012-01-01,5404.2,KSAGRRGSP
16,2013-01-01,7064.7,KSAGRRGSP
17,2014-01-01,5263.5,KSAGRRGSP
18,2015-01-01,5274.8,KSAGRRGSP
19,2016-01-01,6973.9,KSAGRRGSP
20,2017-01-01,5511.5,KSAGRRGSP
21,2018-01-01,6111.1,KSAGRRGSP
22,2019-01-01,6286.2,KSAGRRGSP
23,2020-01-01,6708.9,KSAGRRGSP
24,2021-01-01,6115.8,KSAGRRGSP
25,2022-01-01,6248.0,KSAGRRGSP
0,1997-01-01,6609.7,FLAGRRGSP
1,1998-01-01,7570.3,FLAGRRGSP
2,1999-01-01,7860.8,FLAGRRGSP
3,2000-01-01,8790.7,FLAGRRGSP
4,2001-01-01,8198.6,FLAGRRGSP
5,2002-01-01,8600.2,FLAGRRGSP
6,2003-01-01,8125.5,FLAGRRGSP
7,2004-01-01,7508.0,FLAGRRGSP
8,2005-01-01,8885.0,FLAGRRGSP
9,2006-01-01,9468.7,FLAGRRGSP
10,2007-01-01,7619.3,FLAGRRGSP
11,2008-01-01,6784.6,FLAGRRGSP
12,2009-01-01,8022.9,FLAGRRGSP
13,2010-01-01,7892.0,FLAGRRGSP
14,2011-01-01,6225.6,FLAGRRGSP
15,2012-01-01,6606.9,FLAGRRGSP
16,2013-01-01,6136.8,FLAGRRGSP
17,2014-01-01,6534.8,FLAGRRGSP
18,2015-01-01,7998.1,FLAGRRGSP
19,2016-01-01,8088.4,FLAGRRGSP
20,2017-01-01,7957.5,FLAGRRGSP
21,2018-01-01,7927.8,FLAGRRGSP
22,2019-01-01,7592.0,FLAGRRGSP
23,2020-01-01,7440.7,FLAGRRGSP
24,2021-01-01,5862.4,FLAGRRGSP
25,2022-01-01,4849.2,FLAGRRGSP
0,1997-01-01,1156.8,NMAGRRGSP
1,1998-01-01,1217.4,NMAGRRGSP
2,1999-01-01,1418.1,NMAGRRGSP
3,2000-01-01,1431.9,NMAGRRGSP
4,2001-01-01,1623.1,NMAGRRGSP
5,2002-01-01,1403.3,NMAGRRGSP
6,2003-01-01,1325.6,NMAGRRGSP
7,2004-01-01,1631.6,NMAGRRGSP
8,2005-01-01,1889.3,NMAGRRGSP
9,2006-01-01,1646.6,NMAGRRGSP
10,2007-01-01,1614.8,NMAGRRGSP
11,2008-01-01,1438.0,NMAGRRGSP
12,2009-01-01,1342.3,NMAGRRGSP
13,2010-01-01,1750.5,NMAGRRGSP
14,2011-01-01,1597.7,NMAGRRGSP
15,2012-01-01,1405.8,NMAGRRGSP
16,2013-01-01,1368.6,NMAGRRGSP
17,2014-01-01,1679.6,NMAGRRGSP
18,2015-01-01,1641.1,NMAGRRGSP
19,2016-01-01,2059.8,NMAGRRGSP
20,2017-01-01,1936.7,NMAGRRGSP
21,2018-01-01,1882.9,NMAGRRGSP
22,2019-01-01,2014.1,NMAGRRGSP
23,2020-01-01,1794.6,NMAGRRGSP
24,2021-01-01,1319.1,NMAGRRGSP
25,2022-01-01,1375.4,NMAGRRGSP
0,1997-01-01,2832.9,PAAGRRGSP
1,1998-01-01,3127.7,PAAGRRGSP
2,1999-01-01,3266.5,PAAGRRGSP
3,2000-01-01,4100.2,PAAGRRGSP
4,2001-01-01,3804.9,PAAGRRGSP
5,2002-01-01,3422.6,PAAGRRGSP
6,2003-01-01,3947.9,PAAGRRGSP
7,2004-01-01,4246.0,PAAGRRGSP
8,2005-01-01,4640.9,PAAGRRGSP
9,2006-01-01,4741.0,PAAGRRGSP
10,2007-01-01,3953.7,PAAGRRGSP
11,2008-01-01,3738.4,PAAGRRGSP
12,2009-01-01,3905.2,PAAGRRGSP
13,2010-01-01,3952.3,PAAGRRGSP
14,2011-01-01,3698.7,PAAGRRGSP
15,2012-01-01,3734.0,PAAGRRGSP
16,2013-01-01,4030.5,PAAGRRGSP
17,2014-01-01,4794.5,PAAGRRGSP
18,2015-01-01,4465.0,PAAGRRGSP
19,2016-01-01,4122.5,PAAGRRGSP
20,2017-01-01,4649.6,PAAGRRGSP
21,2018-01-01,4353.4,PAAGRRGSP
22,2019-01-01,4576.4,PAAGRRGSP
23,2020-01-01,3990.3,PAAGRRGSP
24,2021-01-01,3875.8,PAAGRRGSP
25,2022-01-01,4013.5,PAAGRRGSP
0,1997-01-01,1075.8,MTAGRRGSP
1,1998-01-01,1067.6,MTAGRRGSP
2,1999-01-01,1112.6,MTAGRRGSP
3,2000-01-01,1076.8,MTAGRRGSP
4,2001-01-01,1095.2,MTAGRRGSP
5,2002-01-01,1267.8,MTAGRRGSP
6,2003-01-01,1331.2,MTAGRRGSP
7,2004-01-01,1582.9,MTAGRRGSP
8,2005-01-01,1827.5,MTAGRRGSP
9,2006-01-01,1471.8,MTAGRRGSP
10,2007-01-01,1558.0,MTAGRRGSP
11,2008-01-01,1699.6,MTAGRRGSP
12,2009-01-01,1893.4,MTAGRRGSP
13,2010-01-01,1920.4,MTAGRRGSP
14,2011-01-01,1677.2,MTAGRRGSP
15,2012-01-01,1826.3,MTAGRRGSP
16,2013-01-01,2063.8,MTAGRRGSP
17,2014-01-01,2180.0,MTAGRRGSP
18,2015-01-01,2487.3,MTAGRRGSP
19,2016-01-01,2637.1,MTAGRRGSP
20,2017-01-01,1884.3,MTAGRRGSP
21,2018-01-01,2387.4,MTAGRRGSP
22,2019-01-01,2590.3,MTAGRRGSP
23,2020-01-01,2519.6,MTAGRRGSP
24,2021-01-01,1762.1,MTAGRRGSP
25,2022-01-01,1861.1,MTAGRRGSP
0,1997-01-01,3605.5,ORAGRRGSP
1,1998-01-01,3400.7,ORAGRRGSP
2,1999-01-01,3752.9,ORAGRRGSP
3,2000-01-01,4016.1,ORAGRRGSP
4,2001-01-01,3881.5,ORAGRRGSP
5,2002-01-01,4291.9,ORAGRRGSP
6,2003-01-01,4594.9,ORAGRRGSP
7,2004-01-01,4509.5,ORAGRRGSP
8,2005-01-01,4845.7,ORAGRRGSP
9,2006-01-01,5524.0,ORAGRRGSP
10,2007-01-01,4215.2,ORAGRRGSP
11,2008-01-01,4125.1,ORAGRRGSP
12,2009-01-01,4362.0,ORAGRRGSP
13,2010-01-01,3776.7,ORAGRRGSP
14,2011-01-01,3513.4,ORAGRRGSP
15,2012-01-01,3661.5,ORAGRRGSP
16,2013-01-01,3835.7,ORAGRRGSP
17,2014-01-01,4113.0,ORAGRRGSP
18,2015-01-01,4705.9,ORAGRRGSP
19,2016-01-01,5304.3,ORAGRRGSP
20,2017-01-01,4621.4,ORAGRRGSP
21,2018-01-01,5195.9,ORAGRRGSP
22,2019-01-01,4825.5,ORAGRRGSP
23,2020-01-01,4939.1,ORAGRRGSP
24,2021-01-01,4290.2,ORAGRRGSP
25,2022-01-01,3813.5,ORAGRRGSP
0,1997-01-01,2971.0,MOAGRRGSP
1,1998-01-01,2284.6,MOAGRRGSP
2,1999-01-01,1765.9,MOAGRRGSP
3,2000-01-01,2659.1,MOAGRRGSP
4,2001-01-01,2585.5,MOAGRRGSP
5,2002-01-01,2669.0,MOAGRRGSP
6,2003-01-01,3351.6,MOAGRRGSP
7,2004-01-01,4829.7,MOAGRRGSP
8,2005-01-01,3910.2,MOAGRRGSP
9,2006-01-01,4404.6,MOAGRRGSP
10,2007-01-01,3641.9,MOAGRRGSP
11,2008-01-01,4439.1,MOAGRRGSP
12,2009-01-01,5046.3,MOAGRRGSP
13,2010-01-01,4266.3,MOAGRRGSP
14,2011-01-01,4137.7,MOAGRRGSP
15,2012-01-01,3341.4,MOAGRRGSP
16,2013-01-01,4622.6,MOAGRRGSP
17,2014-01-01,5372.5,MOAGRRGSP
18,2015-01-01,4008.0,MOAGRRGSP
19,2016-01-01,4889.1,MOAGRRGSP
20,2017-01-01,4644.2,MOAGRRGSP
21,2018-01-01,4213.3,MOAGRRGSP
22,2019-01-01,4188.0,MOAGRRGSP
23,2020-01-01,4797.5,MOAGRRGSP
24,2021-01-01,4436.4,MOAGRRGSP
25,2022-01-01,5242.3,MOAGRRGSP
0,1997-01-01,157.4,NHAGRRGSP
1,1998-01-01,169.7,NHAGRRGSP
2,1999-01-01,202.7,NHAGRRGSP
3,2000-01-01,219.5,NHAGRRGSP
4,2001-01-01,214.5,NHAGRRGSP
5,2002-01-01,220.3,NHAGRRGSP
6,2003-01-01,240.7,NHAGRRGSP
7,2004-01-01,241.4,NHAGRRGSP
8,2005-01-01,223.1,NHAGRRGSP
9,2006-01-01,240.8,NHAGRRGSP
10,2007-01-01,191.1,NHAGRRGSP
11,2008-01-01,211.2,NHAGRRGSP
12,2009-01-01,210.2,NHAGRRGSP
13,2010-01-01,204.2,NHAGRRGSP
14,2011-01-01,195.6,NHAGRRGSP
15,2012-01-01,227.1,NHAGRRGSP
16,2013-01-01,224.5,NHAGRRGSP
17,2014-01-01,228.9,NHAGRRGSP
18,2015-01-01,264.2,NHAGRRGSP
19,2016-01-01,261.6,NHAGRRGSP
20,2017-01-01,263.8,NHAGRRGSP
21,2018-01-01,235.8,NHAGRRGSP
22,2019-01-01,246.7,NHAGRRGSP
23,2020-01-01,242.0,NHAGRRGSP
24,2021-01-01,176.5,NHAGRRGSP
25,2022-01-01,170.2,NHAGRRGSP
0,1997-01-01,215.3,NVAGRRGSP
1,1998-01-01,255.7,NVAGRRGSP
2,1999-01-01,276.9,NVAGRRGSP
3,2000-01-01,347.2,NVAGRRGSP
4,2001-01-01,325.6,NVAGRRGSP
5,2002-01-01,302.2,NVAGRRGSP
6,2003-01-01,288.7,NVAGRRGSP
7,2004-01-01,314.6,NVAGRRGSP
8,2005-01-01,378.7,NVAGRRGSP
9,2006-01-01,417.2,NVAGRRGSP
10,2007-01-01,271.8,NVAGRRGSP
11,2008-01-01,351.1,NVAGRRGSP
12,2009-01-01,413.8,NVAGRRGSP
13,2010-01-01,380.9,NVAGRRGSP
14,2011-01-01,378.2,NVAGRRGSP
15,2012-01-01,291.5,NVAGRRGSP
16,2013-01-01,297.1,NVAGRRGSP
17,2014-01-01,407.6,NVAGRRGSP
18,2015-01-01,383.4,NVAGRRGSP
19,2016-01-01,370.6,NVAGRRGSP
20,2017-01-01,391.0,NVAGRRGSP
21,2018-01-01,403.4,NVAGRRGSP
22,2019-01-01,483.3,NVAGRRGSP
23,2020-01-01,425.6,NVAGRRGSP
24,2021-01-01,373.9,NVAGRRGSP
25,2022-01-01,336.3,NVAGRRGSP
0,1997-01-01,1563.2,VAAGRRGSP
1,1998-01-01,1640.2,VAAGRRGSP
2,1999-01-01,1617.4,VAAGRRGSP
3,2000-01-01,2083.5,VAAGRRGSP
4,2001-01-01,1845.4,VAAGRRGSP
5,2002-01-01,1731.7,VAAGRRGSP
6,2003-01-01,1609.0,VAAGRRGSP
7,2004-01-01,2064.3,VAAGRRGSP
8,2005-01-01,2275.3,VAAGRRGSP
9,2006-01-01,2119.1,VAAGRRGSP
10,2007-01-01,1663.6,VAAGRRGSP
11,2008-01-01,1708.2,VAAGRRGSP
12,2009-01-01,2057.2,VAAGRRGSP
13,2010-01-01,1778.6,VAAGRRGSP
14,2011-01-01,1807.8,VAAGRRGSP
15,2012-01-01,1671.8,VAAGRRGSP
16,2013-01-01,1868.8,VAAGRRGSP
17,2014-01-01,2007.9,VAAGRRGSP
18,2015-01-01,2164.1,VAAGRRGSP
19,2016-01-01,2148.7,VAAGRRGSP
20,2017-01-01,2316.6,VAAGRRGSP
21,2018-01-01,2207.3,VAAGRRGSP
22,2019-01-01,2161.0,VAAGRRGSP
23,2020-01-01,2132.4,VAAGRRGSP
24,2021-01-01,1861.1,VAAGRRGSP
25,2022-01-01,1620.9,VAAGRRGSP
0,1997-01-01,789.6,MEAGRRGSP
1,1998-01-01,916.2,MEAGRRGSP
2,1999-01-01,1029.0,MEAGRRGSP
3,2000-01-01,1183.7,MEAGRRGSP
4,2001-01-01,1201.2,MEAGRRGSP
5,2002-01-01,1140.6,MEAGRRGSP
6,2003-01-01,1129.6,MEAGRRGSP
7,2004-01-01,1019.9,MEAGRRGSP
8,2005-01-01,1044.4,MEAGRRGSP
9,2006-01-01,1121.8,MEAGRRGSP
10,2007-01-01,916.1,MEAGRRGSP
11,2008-01-01,900.0,MEAGRRGSP
12,2009-01-01,965.5,MEAGRRGSP
13,2010-01-01,994.9,MEAGRRGSP
14,2011-01-01,877.9,MEAGRRGSP
15,2012-01-01,853.0,MEAGRRGSP
16,2013-01-01,818.8,MEAGRRGSP
17,2014-01-01,841.5,MEAGRRGSP
18,2015-01-01,1008.6,MEAGRRGSP
19,2016-01-01,996.7,MEAGRRGSP
20,2017-01-01,956.0,MEAGRRGSP
21,2018-01-01,947.3,MEAGRRGSP
22,2019-01-01,955.5,MEAGRRGSP
23,2020-01-01,912.0,MEAGRRGSP
24,2021-01-01,775.5,MEAGRRGSP
25,2022-01-01,668.5,MEAGRRGSP
0,1997-01-01,4860.4,ILAGRRGSP
1,1998-01-01,3935.6,ILAGRRGSP
2,1999-01-01,2590.4,ILAGRRGSP
3,2000-01-01,3691.4,ILAGRRGSP
4,2001-01-01,3308.3,ILAGRRGSP
5,2002-01-01,4265.9,ILAGRRGSP
6,2003-01-01,5170.7,ILAGRRGSP
7,2004-01-01,6492.8,ILAGRRGSP
8,2005-01-01,3874.7,ILAGRRGSP
9,2006-01-01,5820.8,ILAGRRGSP
10,2007-01-01,6203.3,ILAGRRGSP
11,2008-01-01,8068.5,ILAGRRGSP
12,2009-01-01,7695.8,ILAGRRGSP
13,2010-01-01,6595.8,ILAGRRGSP
14,2011-01-01,7987.2,ILAGRRGSP
15,2012-01-01,5894.1,ILAGRRGSP
16,2013-01-01,10513.3,ILAGRRGSP
17,2014-01-01,8197.2,ILAGRRGSP
18,2015-01-01,5561.3,ILAGRRGSP
19,2016-01-01,8678.0,ILAGRRGSP
20,2017-01-01,8026.0,ILAGRRGSP
21,2018-01-01,9160.6,ILAGRRGSP
22,2019-01-01,6787.3,ILAGRRGSP
23,2020-01-01,8812.3,ILAGRRGSP
24,2021-01-01,10452.3,ILAGRRGSP
25,2022-01-01,9615.8,ILAGRRGSP
0,1997-01-01,22954.9,CAAGRRGSP
1,1998-01-01,22412.1,CAAGRRGSP
2,1999-01-01,25583.5,CAAGRRGSP
3,2000-01-01,28517.0,CAAGRRGSP
4,2001-01-01,26809.7,CAAGRRGSP
5,2002-01-01,30251.2,CAAGRRGSP
6,2003-01-01,31116.4,CAAGRRGSP
7,2004-01-01,32346.1,CAAGRRGSP
8,2005-01-01,37268.6,CAAGRRGSP
9,2006-01-01,37079.5,CAAGRRGSP
10,2007-01-01,34328.5,CAAGRRGSP
11,2008-01-01,30997.7,CAAGRRGSP
12,2009-01-01,36797.3,CAAGRRGSP
13,2010-01-01,36130.0,CAAGRRGSP
14,2011-01-01,33006.9,CAAGRRGSP
15,2012-01-01,33913.8,CAAGRRGSP
16,2013-01-01,36239.6,CAAGRRGSP
17,2014-01-01,41693.5,CAAGRRGSP
18,2015-01-01,44534.1,CAAGRRGSP
19,2016-01-01,49341.1,CAAGRRGSP
20,2017-01-01,48542.5,CAAGRRGSP
21,2018-01-01,49627.8,CAAGRRGSP
22,2019-01-01,47432.4,CAAGRRGSP
23,2020-01-01,49356.9,CAAGRRGSP
24,2021-01-01,38853.6,CAAGRRGSP
25,2022-01-01,35827.5,CAAGRRGSP
0,1997-01-01,540.8,WYAGRRGSP
1,1998-01-01,430.2,WYAGRRGSP
2,1999-01-01,569.4,WYAGRRGSP
3,2000-01-01,595.4,WYAGRRGSP
4,2001-01-01,630.8,WYAGRRGSP
5,2002-01-01,512.4,WYAGRRGSP
6,2003-01-01,636.3,WYAGRRGSP
7,2004-01-01,576.9,WYAGRRGSP
8,2005-01-01,644.4,WYAGRRGSP
9,2006-01-01,677.3,WYAGRRGSP
10,2007-01-01,440.5,WYAGRRGSP
11,2008-01-01,544.5,WYAGRRGSP
12,2009-01-01,690.3,WYAGRRGSP
13,2010-01-01,705.8,WYAGRRGSP
14,2011-01-01,816.5,WYAGRRGSP
15,2012-01-01,561.2,WYAGRRGSP
16,2013-01-01,696.3,WYAGRRGSP
17,2014-01-01,799.7,WYAGRRGSP
18,2015-01-01,891.0,WYAGRRGSP
19,2016-01-01,950.6,WYAGRRGSP
20,2017-01-01,867.7,WYAGRRGSP
21,2018-01-01,953.9,WYAGRRGSP
22,2019-01-01,951.4,WYAGRRGSP
23,2020-01-01,946.1,WYAGRRGSP
24,2021-01-01,656.0,WYAGRRGSP
25,2022-01-01,473.7,WYAGRRGSP
0,1997-01-01,4361.0,NEAGRRGSP
1,1998-01-01,3927.6,NEAGRRGSP
2,1999-01-01,3384.2,NEAGRRGSP
3,2000-01-01,3650.8,NEAGRRGSP
4,2001-01-01,3956.4,NEAGRRGSP
5,2002-01-01,3901.0,NEAGRRGSP
6,2003-01-01,6190.8,NEAGRRGSP
7,2004-01-01,5652.6,NEAGRRGSP
8,2005-01-01,6332.3,NEAGRRGSP
9,2006-01-01,5487.8,NEAGRRGSP
10,2007-01-01,6103.4,NEAGRRGSP
11,2008-01-01,6556.6,NEAGRRGSP
12,2009-01-01,7952.2,NEAGRRGSP
13,2010-01-01,7655.4,NEAGRRGSP
14,2011-01-01,9719.0,NEAGRRGSP
15,2012-01-01,7536.9,NEAGRRGSP
16,2013-01-01,9778.5,NEAGRRGSP
17,2014-01-01,9246.5,NEAGRRGSP
18,2015-01-01,10166.1,NEAGRRGSP
19,2016-01-01,10477.7,NEAGRRGSP
20,2017-01-01,7706.3,NEAGRRGSP
21,2018-01-01,8262.7,NEAGRRGSP
22,2019-01-01,8987.2,NEAGRRGSP
23,2020-01-01,10070.1,NEAGRRGSP
